Coquimbo,04,Los Vilos,04203,23374.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,5.0,12.0,26.0,11.0,12.0,17.0,21.0,18.0,25.0,30.0,25.0,15.0,27.0,20.0,15.0,19.0,7.0,9.0,4.0,4.0,4.0,1.0,0.0,0.0,5.0,4.0,4.0,8.0,8.0,26.0,45.0,47.0,55.0,53.0,36.0,44.0,30.0,46.0,50.0,45.0,97.0,76.0,34.0,39.0,54.0,44.0,46.0,64.0,78.0,89.0,77.0,52.0,0.0
Coquimbo,04,Monte Patria,04303,32527.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,18.0,25.0,26.0,24.0,44.0,22.0,30.0,24.0,14.0,13.0,10.0,21.0,24.0,49.0,43.0,36.0,27.0,19.0,15.0,17.0,7.0,7.0,5.0,12.0,2.0,4.0,6.0,7.0,10.0,16.0,22.0,19.0,20.0,34.0,27.0,24.0,17.0,33.0,27.0,24.0,27.0,32.0,58.0,86.0,49.0,70.0,51.0,45.0,36.0,32.0,34.0,45.0,45.0,38.0,75.0,47.0,0.0
Coquimbo,04,Ovalle,04301,121269.0,0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,5.0,1.0,14.0,32.0,47.0,57.0,115.0,169.0,178.0,151.0,135.0,89.0,82.0,57.0,81.0,113.0,189.0,216.0,245.0,200.0,155.0,132.0,87.0,107.0,46.0,31.0,32.0,9.0,15.0,18.0,41.0,64.0,76.0,138.0,132.0,143.0,88.0,108.0,150.0,119.0,134.0,112.0,145.0,138.0,127.0,208.0,220.0,200.0,254.0,261.0,239.0,214.0,182.0,166.0,166.0,177.0,227.0,281.0,332.0,202.0,0.0
Coquimbo,04,Paiguano,04105,4675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,9.0,4.0,7.0,10.0,11.0,12.0,13.0,25.0,12.0,17.0,11.0,3.0,8.0,4.0,3.0,6.0,9.0,4.0,0.0
Coquimbo,04,Punitaqui,04304,12165.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,0.0,4.0,16.0,2.0,7.0,5.0,7.0,5.0,13.0,15.0,5.0,4.0,12.0,18.0,16.0,19.0,12.0,14.0,5.0,8.0,2.0,3.0,6.0,3.0,1.0,6.0,7.0,5.0,11.0,12.0,16.0,9.0,7.0,14.0,12.0,6.0,13.0,11.0,17.0,16.0,14.0,15.0,18.0,22.0,13.0,33.0,24.0,22.0,20.0,19.0,18.0,9.0,24.0,30.0,79.0,39.0,0.0
Coquimbo,04,Rio Hurtado,04305,4372.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,1.0,0.0,0.0,5.0,1.0,3.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,4.0,5.0,0.0,9.0,4.0,11.0,1.0,1.0,2.0,3.0,2.0,0.0,6.0,7.0,6.0,8.0,2.0,10.0,6.0,12.0,9.0,22.0,13.0,0.0
Coquimbo,04,Salamanca,04204,29110.0,0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,15.0,14.0,3.0,6.0,3.0,7.0,11.0,18.0,39.0,23.0,7.0,13.0,10.0,11.0,15.0,12.0,7.0,14.0,1.0,6.0,3.0,6.0,3.0,2.0,1.0,2.0,2.0,3.0,6.0,3.0,7.0,3.0,24.0,16.0,33.0,30.0,31.0,49.0,78.0,64.0,72.0,42.0,48.0,38.0,47.0,59.0,72.0,94.0,53.0,47.0,49.0,59.0,118.0,56.0,0.0
Coquimbo,04,Vicuna,04106,29741.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,5.0,4.0,7.0,2.0,1.0,8.0,11.0,33.0,33.0,22.0,13.0,17.0,15.0,18.0,23.0,34.0,26.0,18.0,14.0,6.0,3.0,3.0,1.0,1.0,8.0,6.0,3.0,3.0,2.0,4.0,8.0,5.0,3.0,10.0,12.0,8.0,20.0,37.0,32.0,77.0,55.0,74.0,81.0,65.0,64.0,62.0,74.0,42.0,30.0,34.0,51.0,25.0,39.0,57.0,77.0,0.0
Coquimbo,04,Desconocido Coquimbo,,,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,8.0,9.0,17.0,10.0,15.0,9.0,17.0,12.0,2.0,8.0,4.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,4.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,3.0,9.0,13.0,13.0,9.0,27.0,3.0,3.0,0.0,2.0,23.0,0.0
Coquimbo,04,Total,,836096.0,0.0,0.0,0.0,2.0,7.0,22.0,20.0,19.0,13.0,18.0,18.0,67.0,198.0,219.0,265.0,485.0,522.0,571.0,615.0,704.0,680.0,870.0,842.0,909.0,949.0,967.0,934.0,989.0,813.0,728.0,602.0,363.0,438.0,272.0,224.0,167.0,142.0,101.0,99.0,113.0,177.0,223.0,293.0,309.0,368.0,320.0,459.0,660.0,807.0,959.0,1052.0,1219.0,1130.0,1254.0,1452.0,1601.0,1670.0,1673.0,1570.0,1416.0,1404.0,1424.0,1337.0,1319.0,1409.0,1532.0,1813.0,2017.0,1221.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valparaiso,05,Algarrobo,05602,15174.0,0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,13.0,10.0,7.0,20.0,20.0,6.0,5.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,13.0,9.0,9.0,1.0,4.0,4.0,13.0,2.0,6.0,14.0,14.0,4.0,1.0,4.0,15.0,8.0,6.0,4.0,4.0,6.0,16.0,27.0,30.0,12.0,29.0,36.0,22.0,27.0,39.0,19.0,20.0,43.0,38.0,35.0,51.0,71.0,25.0,23.0,30.0,38.0,39.0,29.0,0.0
Valparaiso,05,Cabildo,05402,20663.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,7.0,7.0,17.0,20.0,40.0,50.0,60.0,38.0,44.0,21.0,11.0,6.0,9.0,20.0,19.0,24.0,26.0,20.0,13.0,7.0,10.0,5.0,6.0,2.0,12.0,6.0,4.0,7.0,9.0,4.0,4.0,2.0,6.0,33.0,40.0,29.0,19.0,10.0,13.0,19.0,28.0,23.0,43.0,58.0,47.0,22.0,32.0,39.0,29.0,31.0,30.0,27.0,31.0,25.0,41.0,29.0,0.0
Valparaiso,05,Calera,05502,53591.0,0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,4.0,7.0,2.0,2.0,7.0,20.0,21.0,21.0,51.0,65.0,84.0,86.0,99.0,100.0,107.0,90.0,86.0,144.0,94.0,70.0,96.0,82.0,52.0,39.0,28.0,20.0,26.0,15.0,15.0,15.0,22.0,11.0,13.0,13.0,7.0,6.0,10.0,12.0,25.0,33.0,39.0,35.0,28.0,52.0,66.0,60.0,80.0,78.0,98.0,160.0,280.0,247.0,238.0,187.0,150.0,163.0,129.0,123.0,131.0,156.0,106.0,0.0
Valparaiso,05,Calle Larga,05302,16482.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,8.0,29.0,26.0,27.0,24.0,23.0,41.0,20.0,9.0,8.0,12.0,17.0,8.0,28.0,0.0,10.0,8.0,5.0,10.0,19.0,15.0,11.0,5.0,6.0,10.0,9.0,9.0,2.0,11.0,6.0,7.0,6.0,8.0,12.0,14.0,14.0,20.0,7.0,19.0,16.0,7.0,25.0,32.0,32.0,28.0,40.0,30.0,33.0,37.0,39.0,37.0,33.0,21.0,48.0,46.0,38.0,0.0
Valparaiso,05,Cartagena,05603,25357.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,12.0,7.0,18.0,14.0,20.0,19.0,21.0,15.0,19.0,10.0,15.0,12.0,8.0,5.0,10.0,15.0,6.0,16.0,14.0,20.0,31.0,21.0,7.0,3.0,7.0,8.0,3.0,5.0,4.0,6.0,17.0,5.0,20.0,17.0,12.0,26.0,28.0,41.0,36.0,39.0,30.0,31.0,59.0,39.0,37.0,60.0,56.0,84.0,71.0,100.0,51.0,49.0,94.0,77.0,103.0,96.0,70.0,0.0
Valparaiso,05,Casablanca,05102,29170.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,9.0,8.0,13.0,25.0,27.0,18.0,26.0,28.0,26.0,32.0,35.0,58.0,58.0,35.0,16.0,21.0,16.0,26.0,21.0,21.0,8.0,10.0,6.0,4.0,7.0,6.0,17.0,7.0,23.0,28.0,15.0,28.0,37.0,51.0,67.0,78.0,40.0,41.0,42.0,28.0,17.0,43.0,60.0,38.0,78.0,103.0,73.0,70.0,69.0,48.0,31.0,37.0,63.0,83.0,89.0,60.0,0.0
Valparaiso,05,Catemu,05702,15213.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,14.0,15.0,14.0,4.0,19.0,8.0,13.0,8.0,15.0,23.0,29.0,17.0,27.0,36.0,19.0,13.0,7.0,17.0,15.0,13.0,17.0,8.0,4.0,5.0,0.0,0.0,1.0,2.0,4.0,6.0,0.0,5.0,8.0,3.0,6.0,14.0,19.0,20.0,20.0,28.0,40.0,11.0,25.0,46.0,72.0,66.0,25.0,35.0,17.0,9.0,26.0,22.0,18.0,5.0,0.0
Valparaiso,05,Concon,05103,45889.0,0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,11.0,6.0,9.0,16.0,19.0,27.0,52.0,44.0,52.0,82.0,76.0,57.0,37.0,13.0,20.0,24.0,29.0,32.0,21.0,39.0,33.0,15.0,22.0,25.0,12.0,11.0,17.0,24.0,33.0,23.0,22.0,25.0,36.0,33.0,37.0,41.0,67.0,80.0,61.0,55.0,46.0,57.0,60.0,32.0,47.0,92.0,120.0,134.0,164.0,116.0,140.0,99.0,118.0,70.0,62.0,78.0,73.0,79.0,88.0,0.0
Valparaiso,05,El Quisco,05604,17742.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,5.0,10.0,16.0,15.0,15.0,18.0,11.0,8.0,12.0,23.0,10.0,11.0,8.0,5.0,13.0,13.0,5.0,13.0,40.0,24.0,12.0,9.0,4.0,9.0,11.0,3.0,2.0,2.0,6.0,4.0,2.0,0.0,10.0,10.0,7.0,10.0,10.0,7.0,11.0,11.0,29.0,16.0,13.0,31.0,36.0,29.0,20.0,23.0,20.0,30.0,35.0,31.0,60.0,41.0,43.0,60.0,68.0,32.0,0.0
Valparaiso,05,El Tabo,05605,14338.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,3.0,4.0,7.0,6.0,16.0,26.0,21.0,19.0,23.0,32.0,18.0,9.0,10.0,25.0,18.0,5.0,4.0,2.0,7.0,19.0,8.0,9.0,4.0,5.0,2.0,1.0,6.0,2.0,0.0,0.0,5.0,2.0,4.0,4.0,8.0,10.0,11.0,10.0,16.0,16.0,18.0,26.0,32.0,32.0,21.0,22.0,23.0,28.0,41.0,50.0,26.0,31.0,35.0,21.0,39.0,46.0,39.0,48.0,32.0,0.0
Valparaiso,05,Hijuelas,05503,19099.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,12.0,11.0,20.0,23.0,20.0,30.0,26.0,25.0,30.0,29.0,20.0,17.0,19.0,13.0,16.0,7.0,1.0,11.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,7.0,4.0,3.0,8.0,21.0,29.0,14.0,23.0,12.0,18.0,15.0,25.0,26.0,22.0,28.0,45.0,68.0,75.0,59.0,78.0,68.0,63.0,51.0,31.0,24.0,16.0,0.0
Valparaiso,05,Isla de Pascua,05201,8277.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,Juan Fernandez,05104,1033.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,La Cruz,05504,25321.0,0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,8.0,7.0,4.0,8.0,14.0,16.0,11.0,12.0,25.0,17.0,23.0,30.0,42.0,22.0,16.0,22.0,19.0,16.0,24.0,28.0,10.0,17.0,20.0,11.0,9.0,10.0,17.0,8.0,6.0,14.0,5.0,3.0,7.0,11.0,6.0,17.0,29.0,33.0,27.0,25.0,17.0,23.0,22.0,24.0,27.0,62.0,67.0,91.0,67.0,72.0,65.0,63.0,42.0,66.0,55.0,61.0,61.0,40.0,0.0
Valparaiso,05,La Ligua,05401,37739.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,9.0,18.0,28.0,34.0,52.0,33.0,45.0,49.0,52.0,55.0,69.0,49.0,57.0,63.0,79.0,58.0,39.0,35.0,21.0,35.0,41.0,28.0,16.0,15.0,8.0,7.0,11.0,14.0,21.0,17.0,12.0,29.0,41.0,64.0,57.0,22.0,47.0,61.0,55.0,55.0,77.0,52.0,55.0,58.0,68.0,102.0,83.0,81.0,81.0,42.0,36.0,49.0,76.0,95.0,90.0,45.0,0.0
Valparaiso,05,Limache,05802,49931.0,0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,9.0,7.0,1.0,8.0,26.0,33.0,24.0,36.0,87.0,98.0,104.0,91.0,93.0,62.0,58.0,46.0,47.0,89.0,52.0,66.0,58.0,39.0,29.0,20.0,22.0,21.0,20.0,20.0,27.0,14.0,13.0,17.0,15.0,22.0,17.0,19.0,13.0,14.0,45.0,47.0,46.0,41.0,56.0,52.0,41.0,51.0,39.0,79.0,121.0,173.0,145.0,103.0,128.0,127.0,126.0,106.0,157.0,138.0,90.0,116.0,71.0,0.0
Valparaiso,05,Llaillay,05703,26533.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,30.0,26.0,26.0,30.0,22.0,34.0,29.0,30.0,49.0,21.0,23.0,24.0,30.0,5.0,22.0,33.0,29.0,19.0,19.0,7.0,24.0,30.0,27.0,17.0,11.0,15.0,8.0,2.0,7.0,13.0,11.0,10.0,9.0,15.0,35.0,13.0,8.0,5.0,8.0,11.0,18.0,22.0,47.0,56.0,58.0,72.0,100.0,63.0,48.0,43.0,44.0,44.0,29.0,40.0,66.0,29.0,0.0
Valparaiso,05,Los Andes,05301,68093.0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,10.0,21.0,57.0,86.0,93.0,135.0,110.0,111.0,102.0,88.0,64.0,68.0,55.0,26.0,34.0,12.0,22.0,38.0,43.0,41.0,40.0,53.0,57.0,19.0,35.0,14.0,14.0,19.0,15.0,4.0,5.0,14.0,19.0,32.0,29.0,46.0,71.0,75.0,55.0,51.0,76.0,89.0,82.0,124.0,103.0,86.0,86.0,173.0,197.0,188.0,180.0,181.0,147.0,193.0,156.0,203.0,320.0,215.0,0.0
Valparaiso,05,Nogales,05506,23490.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,6.0,6.0,9.0,16.0,20.0,16.0,21.0,21.0,39.0,37.0,26.0,38.0,35.0,57.0,38.0,19.0,37.0,10.0,7.0,10.0,13.0,10.0,10.0,9.0,0.0,0.0,4.0,3.0,3.0,10.0,14.0,15.0,17.0,28.0,26.0,23.0,22.0,31.0,32.0,37.0,34.0,38.0,65.0,62.0,83.0,67.0,92.0,52.0,52.0,39.0,47.0,28.0,41.0,43.0,32.0,0.0
Valparaiso,05,Olmue,05803,19266.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,11.0,8.0,13.0,22.0,15.0,10.0,22.0,16.0,19.0,17.0,18.0,34.0,37.0,25.0,11.0,15.0,2.0,4.0,8.0,13.0,12.0,15.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,9.0,9.0,3.0,7.0,8.0,30.0,20.0,35.0,22.0,13.0,21.0,19.0,19.0,34.0,52.0,55.0,40.0,37.0,46.0,41.0,36.0,50.0,42.0,71.0,39.0,35.0,0.0
Valparaiso,05,Panquehue,05704,7633.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,4.0,11.0,6.0,10.0,8.0,8.0,16.0,23.0,12.0,0.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,11.0,10.0,8.0,12.0,4.0,5.0,7.0,4.0,8.0,19.0,33.0,22.0,23.0,9.0,13.0,18.0,28.0,23.0,24.0,19.0,0.0
Valparaiso,05,Papudo,05403,6201.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,14.0,15.0,13.0,9.0,6.0,6.0,4.0,3.0,9.0,9.0,6.0,9.0,7.0,3.0,5.0,19.0,24.0,11.0,10.0,5.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,5.0,4.0,15.0,6.0,9.0,14.0,2.0,10.0,4.0,4.0,11.0,25.0,37.0,26.0,17.0,10.0,4.0,1.0,4.0,11.0,8.0,8.0,0.0
Valparaiso,05,Petorca,05404,10558.0,0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,4.0,5.0,10.0,11.0,10.0,7.0,13.0,10.0,15.0,12.0,13.0,11.0,16.0,3.0,7.0,6.0,1.0,0.0,3.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,2.0,5.0,12.0,6.0,6.0,20.0,5.0,6.0,16.0,29.0,21.0,11.0,14.0,8.0,13.0,19.0,16.0,4.0,6.0,12.0,21.0,25.0,23.0,11.0,0.0
Valparaiso,05,Puchuncavi,05105,20071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,6.0,7.0,29.0,26.0,23.0,18.0,14.0,11.0,6.0,9.0,10.0,11.0,10.0,7.0,9.0,9.0,6.0,1.0,5.0,4.0,5.0,3.0,4.0,6.0,2.0,1.0,4.0,9.0,3.0,5.0,18.0,12.0,7.0,9.0,6.0,8.0,10.0,19.0,21.0,27.0,22.0,30.0,61.0,69.0,84.0,82.0,69.0,43.0,33.0,30.0,30.0,53.0,51.0,74.0,35.0,0.0
Valparaiso,05,Putaendo,05705,17645.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,7.0,7.0,7.0,15.0,29.0,27.0,27.0,27.0,22.0,19.0,7.0,18.0,13.0,8.0,8.0,3.0,5.0,10.0,18.0,7.0,13.0,17.0,7.0,5.0,0.0,3.0,9.0,11.0,6.0,0.0,1.0,0.0,5.0,7.0,13.0,12.0,9.0,16.0,4.0,2.0,7.0,10.0,11.0,19.0,27.0,25.0,40.0,50.0,48.0,38.0,31.0,38.0,22.0,18.0,28.0,53.0,26.0,0.0
Valparaiso,05,Quillota,05501,97572.0,0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,9.0,1.0,5.0,3.0,18.0,21.0,52.0,79.0,193.0,191.0,206.0,203.0,220.0,145.0,120.0,128.0,106.0,117.0,148.0,129.0,104.0,83.0,56.0,25.0,40.0,28.0,32.0,22.0,27.0,15.0,25.0,30.0,15.0,21.0,39.0,48.0,31.0,59.0,67.0,79.0,84.0,86.0,76.0,80.0,79.0,94.0,155.0,233.0,289.0,307.0,326.0,336.0,351.0,278.0,279.0,162.0,200.0,219.0,210.0,215.0,148.0,0.0
Valparaiso,05,Quilpue,05801,167085.0,0,0.0,0.0,1.0,3.0,4.0,9.0,6.0,4.0,5.0,13.0,19.0,47.0,80.0,79.0,107.0,159.0,153.0,221.0,185.0,195.0,147.0,110.0,92.0,89.0,144.0,99.0,97.0,132.0,165.0,143.0,123.0,122.0,153.0,113.0,121.0,118.0,113.0,91.0,107.0,95.0,99.0,117.0,140.0,95.0,106.0,156.0,210.0,205.0,175.0,152.0,174.0,165.0,239.0,270.0,286.0,416.0,533.0,615.0,453.0,476.0,466.0,399.0,304.0,261.0,263.0,285.0,321.0,213.0,0.0
Valparaiso,05,Quintero,05107,36135.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,4.0,3.0,24.0,23.0,29.0,47.0,56.0,41.0,49.0,44.0,25.0,35.0,34.0,23.0,12.0,10.0,11.0,10.0,27.0,13.0,14.0,17.0,18.0,16.0,15.0,24.0,23.0,15.0,23.0,23.0,7.0,14.0,12.0,11.0,23.0,20.0,27.0,52.0,30.0,35.0,39.0,44.0,55.0,51.0,44.0,48.0,64.0,49.0,106.0,115.0,114.0,110.0,114.0,98.0,74.0,109.0,90.0,86.0,57.0,0.0
Valparaiso,05,Rinconada,05303,11263.0,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,14.0,17.0,15.0,19.0,20.0,19.0,16.0,11.0,12.0,12.0,8.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,4.0,4.0,9.0,3.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,6.0,7.0,4.0,1.0,6.0,5.0,5.0,12.0,14.0,11.0,13.0,9.0,8.0,10.0,5.0,14.0,21.0,20.0,27.0,24.0,20.0,32.0,29.0,37.0,27.0,0.0
Valparaiso,05,San Antonio,05601,96761.0,0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,11.0,22.0,36.0,71.0,57.0,99.0,93.0,138.0,143.0,118.0,91.0,93.0,81.0,63.0,79.0,66.0,52.0,46.0,91.0,59.0,95.0,60.0,37.0,39.0,63.0,33.0,9.0,3.0,17.0,24.0,9.0,1.0,1.0,3.0,12.0,20.0,59.0,80.0,96.0,137.0,80.0,59.0,77.0,122.0,206.0,349.0,296.0,295.0,244.0,181.0,211.0,225.0,233.0,190.0,176.0,194.0,236.0,264.0,374.0,349.0,203.0,0.0
Valparaiso,05,San Esteban,05304,20643.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,4.0,11.0,16.0,28.0,18.0,18.0,27.0,27.0,28.0,17.0,11.0,11.0,11.0,9.0,6.0,8.0,3.0,7.0,9.0,15.0,18.0,11.0,20.0,5.0,2.0,2.0,6.0,4.0,5.0,4.0,5.0,9.0,4.0,18.0,20.0,12.0,17.0,8.0,10.0,23.0,19.0,17.0,20.0,12.0,17.0,54.0,49.0,53.0,45.0,37.0,21.0,32.0,29.0,51.0,79.0,54.0,0.0
Valparaiso,05,San Felipe,05701,83494.0,0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,6.0,20.0,59.0,71.0,115.0,183.0,173.0,111.0,132.0,84.0,57.0,37.0,23.0,76.0,97.0,47.0,24.0,33.0,48.0,75.0,53.0,85.0,44.0,48.0,50.0,27.0,19.0,48.0,35.0,20.0,21.0,25.0,27.0,46.0,50.0,64.0,78.0,73.0,64.0,60.0,53.0,48.0,79.0,100.0,103.0,100.0,82.0,165.0,262.0,249.0,209.0,191.0,169.0,178.0,199.0,272.0,290.0,148.0,0.0
Valparaiso,05,Santa Maria,05706,16367.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,15.0,1.0,5.0,8.0,13.0,19.0,31.0,33.0,23.0,28.0,18.0,17.0,10.0,23.0,8.0,9.0,17.0,6.0,3.0,13.0,14.0,11.0,11.0,9.0,5.0,1.0,1.0,10.0,2.0,3.0,3.0,8.0,3.0,2.0,7.0,10.0,9.0,10.0,17.0,14.0,9.0,18.0,15.0,7.0,4.0,14.0,27.0,39.0,36.0,44.0,34.0,32.0,59.0,59.0,64.0,56.0,64.0,28.0,0.0
Valparaiso,05,Santo Domingo,05606,11934.0,0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,12.0,7.0,9.0,34.0,22.0,8.0,10.0,6.0,5.0,2.0,1.0,3.0,0.0,6.0,4.0,16.0,6.0,9.0,1.0,0.0,0.0,4.0,10.0,6.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,8.0,9.0,12.0,13.0,12.0,6.0,13.0,5.0,21.0,19.0,25.0,24.0,27.0,20.0,29.0,16.0,32.0,23.0,18.0,22.0,16.0,21.0,22.0,41.0,22.0,0.0
Valparaiso,05,Valparaiso,05101,315732.0,0,0.0,0.0,1.0,2.0,11.0,14.0,13.0,20.0,18.0,26.0,82.0,123.0,152.0,244.0,325.0,476.0,538.0,492.0,367.0,323.0,342.0,331.0,322.0,315.0,304.0,333.0,392.0,349.0,426.0,359.0,225.0,259.0,227.0,191.0,171.0,145.0,162.0,212.0,173.0,211.0,205.0,225.0,231.0,314.0,335.0,529.0,689.0,562.0,593.0,514.0,457.0,449.0,553.0,657.0,879.0,1230.0,1543.0,1600.0,1434.0,1339.0,1247.0,1046.0,854.0,718.0,722.0,647.0,732.0,453.0,0.0
Valparaiso,05,Villa Alemana,05804,139310.0,0,0.0,0.0,0.0,1.0,7.0,4.0,3.0,0.0,1.0,5.0,32.0,43.0,55.0,73.0,125.0,187.0,179.0,213.0,138.0,174.0,131.0,101.0,97.0,102.0,119.0,119.0,117.0,122.0,146.0,158.0,104.0,102.0,92.0,109.0,118.0,92.0,50.0,64.0,64.0,68.0,71.0,49.0,71.0,88.0,93.0,163.0,199.0,190.0,134.0,147.0,170.0,138.0,145.0,201.0,224.0,321.0,456.0,471.0,489.0,440.0,413.0,376.0,286.0,268.0,256.0,253.0,294.0,162.0,0.0
